SA22018_V1_00,SA22018_V1_00_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM
329700,Sydenham South,0.55360982,0.55360982
329800,Bexley,0.89880765,0.89880765
329900,Waltham,0.58805464,0.58805464
330000,Westmorland,5.55766468,5.55766468
330100,Woolston North,1.29547608,1.29547608
330200,New Brighton,1.76101194,1.76101194
330300,Cashmere West,2.38611462,2.38611462
330400,Bromley South,1.24298994,1.24298994
330500,Ensors,0.87364461,0.87364461
330600,Beckenham,0.87656893,0.87656893
330700,Bromley North,6.22879283,6.22879283
330800,St Martins,1.04565949,1.04565949
330900,Opawa,0.81403259,0.81403259
331000,Woolston West,0.51495272,0.51495272
331100,Woolston East,1.27549921,1.27549921
331200,Huntsbury,1.36519209,1.36519209
331300,Cashmere East,2.32707304,2.32707304
331400,Hillsborough (Christchurch City),1.6440045,1.6440045
331500,Woolston South,2.40401821,2.40401821
331600,Port Hills,44.47844245,44.47844245
331700,South New Brighton,2.76495815,2.76495815
331800,Brookhaven-Ferrymead,2.67350759,2.67350759
331900,Heathcote Valley,4.18072938,4.18072938
332000,Mount Pleasant,2.47292755,2.47292755
332100,Redcliffs,1.85691568,1.85691568
332200,Governors Bay,3.22077681,3.22077681
332400,Clifton Hill,2.56104543,2.56104543
332500,Lyttelton,4.45583763,4.45583763
332700,Sumner,2.64083941,2.64083941
332800,Teddington,46.15461415,46.15461415
332900,Diamond Harbour,4.06451978,4.06451978
333000,Inland water Lake Ellesmere/Te Waihora South,0,63.30783375
333100,Banks Peninsula South,371.9112249,377.8590638
333200,Eastern Bays-Banks Peninsula,368.2513012,368.2513012
333300,Akaroa Harbour,162.2268661,162.2268661
333500,Akaroa,2.03197111,2.03197111
333600,Craigieburn,3444.102385,3444.102385
333800,Glenroy-Hororata,644.3523402,644.3523402
333900,Glentunnel,159.6829487,159.6829487
334000,Darfield,15.14334504,15.14334504
334100,Kirwee,97.18899601,97.18899601
334200,Bankside,359.5626671,359.5626671
334300,Charing Cross,168.6782957,168.6782957
334400,Halkett,86.01209703,86.01209703
334500,Newtons Road,153.1372444,153.1372444
334600,West Melton,5.31955822,5.31955822
334700,Burnham Camp,1.49394208,1.49394208
334800,Rolleston Izone,2.4344747,2.4344747
334900,Rolleston North West,1.50658247,1.50658247
335000,Springston,119.1198351,119.1198351
335100,Rolleston Central,1.60115417,1.60115417
335200,Rolleston North East,2.85581003,2.85581003
335300,Rolleston South West,3.59540141,3.59540141
335400,Southbridge,361.5621561,361.5621561
335500,Rolleston South East,10.0825634,10.0825634
335600,Trents,49.95590515,49.95590515
335700,Prebbleton,5.09915618,5.09915618
335800,Irwell,128.1929108,128.1929108
335900,Ladbrooks,50.03921061,50.03921061
336000,Lincoln West,4.07104192,4.07104192
336100,Lincoln East,4.98780517,4.98780517
336200,Leeston,2.43680163,2.43680163
336300,Tai Tapu,56.81296556,56.81296556
336400,Motukarara,64.6356206,64.6356206
336500,Inland water Lake Ellesmere/Te Waihora North,0,134.9640962
336600,Ashburton Lakes,2995.114033,3002.080214
336700,Cairnbrae,542.7553436,542.7553436
336800,Ashburton Forks,858.450443,858.450443
336900,Methven,4.1828788,4.1828788
337000,Ealing-Lowcliffe,413.2187913,413.2187913
337100,Eiffelton,434.1481251,435.0101071
337200,Chertsey,572.5114468,572.5114468
337300,Winchmore-Wakanui,312.0734277,312.0734277
337400,Allenton North,2.09646454,2.09646454
337500,Allenton South,2.92674293,2.92674293
337600,Rakaia,11.30243187,11.30243187
337700,Ashburton North,20.64835871,20.64835871
337800,Allenton East,1.23583513,1.23583513
337900,Tinwald North,1.90350508,1.90350508
338000,Ashburton Central,2.56294965,2.56294965
338100,Ashburton West,0.45251256,0.45251256
338200,Tinwald South,2.79302474,2.79302474
338300,Ashburton East,0.77867241,0.77867241
338400,Netherby,1.09301884,1.09301884
338500,Hampstead,1.44102643,1.44102643
338600,Ben McLeod,842.3384467,842.3384467
338700,Arundel,629.0215518,629.0215518
338800,Levels Valley,386.3783724,386.3783724
338900,Geraldine,3.12428733,3.12428733
339000,Rangitata,172.1349645,172.1349645
339100,Waitohi (Timaru District),371.7067362,371.7067362
339200,Pleasant Point,5.20861353,5.20861353
339300,Temuka West,4.07247318,4.07247318
339400,Hadlow,93.74349643,93.74349643
339500,Levels,88.02671305,88.02671305
339600,Temuka East,4.29807188,4.29807188
339700,Gleniti North,5.45840411,5.45840411
339800,Washdyke,10.6574112,10.6574112
339900,Fairview,98.36799446,98.36799446
340000,Gleniti South,1.73695036,1.73695036
340100,Glenwood,1.04957951,1.04957951
340200,Marchwiel West,0.84044417,0.84044417
340300,Marchwiel East,0.93109585,0.93109585
340400,Highfield North,1.41108446,1.41108446
340500,Highfield South,0.94991531,0.94991531
340600,Waimataitai-Maori Hill,1.49774365,1.49774365
340700,Fraser Park,1.21557495,1.21557495
340800,Seaview,0.73492871,0.73492871
341000,Watlington,1.20719933,1.20719933
341100,Timaru Central,0.8240427,0.8240427
341200,Timaru East,3.59613141,3.59613141
341300,Parkside,1.1472002,1.1472002
341400,Kensington (Timaru District),0.72551785,0.72551785
341500,Mackenzie Lakes,5134.252147,5169.226225
341600,Inland water Lake Pukaki,0,172.82436
341700,Inland water Lake Tekapo,0,93.86418342
341800,Twizel,21.07163983,23.10255082
341900,Opua (Mackenzie District),1978.382712,1978.382712
342000,Fairlie,4.95412588,4.95412588
342100,Hakataramea,2059.650804,2088.312435
342200,Maungati,696.2641825,696.2641825
342300,Lyalldale,109.3268115,109.3268115
342400,Makikihi-Willowbridge,294.9108799,294.9108799
342500,Waimate North,4.46429085,4.46429085
342600,Morven-Glenavy-Ikawai,386.3159884,386.3159884
342700,Waimate West,0.9267257,0.9267257
342800,Waimate East,2.60293037,2.60293037
343000,Chatham Islands,793.9472196,808.3261633
343100,Aviemore,3483.875619,3532.653422
343200,Inland water Lake Ohau,0,59.76085292
343300,Danseys Pass,711.4924044,711.4924044
343400,Ngapara,1134.619189,1134.619189
343500,Lower Waitaki,172.9347558,172.9347558
343600,Waihemo,1312.317942,1312.317942
343700,Maheno,262.4095021,262.4095021
343800,Weston,3.30643394,3.30643394
343900,Oamaru North Milner Park,7.13438315,7.13438315
344000,Oamaru North Orana Park,2.76059418,2.76059418
344100,Oamaru Gardens,1.42438077,1.42438077
344200,Glen Warren,1.80084311,1.80084311
344300,Holmes Hill,2.61920331,2.61920331
344400,Oamaru Central,0.96435334,0.96435334
344500,South Hill,1.44830445,1.44830445
344700,Palmerston,8.77063444,8.77063444
344800,Lindis-Nevis Valleys,2884.601379,2904.774307
344900,Cromwell West,12.03499822,12.03499822
345000,Cromwell East,3.59489515,3.59489515
345100,Manuherikia-Ida Valleys,2511.088565,2511.088565
345200,Earnscleugh,391.8513942,394.2519213
345300,Dunstan-Galloway,444.839201,444.839201
345400,Clyde,2.08467545,2.08467545
345500,Alexandra North,4.60319826,4.60319826
345600,Alexandra South,5.15697103,5.15697103
345700,Maniototo,2371.069079,2371.069079
345800,Teviot Valley,1302.499345,1314.976062
345900,Outer Wanaka,3175.979577,3175.979577
346000,Glenorchy,1464.370405,1464.370405
346100,Inland water Lake Wanaka,0,200.9682251
346200,Outer Wakatipu,1880.056644,1880.056644
346300,Inland water Lake Hawea,0,157.10079
346400,Cardrona,858.1245385,858.1245385
346500,Inland water Lake Wakatipu,0,294.582695
346600,Wanaka Waterfront,3.89203944,3.89203944
346700,Wanaka North,7.76828063,7.76828063
346800,Wanaka West,4.42402656,4.42402656
346900,Albert Town,4.95955478,4.95955478
347000,Wanaka Central,7.56235683,7.56235683
347100,Lake Hawea,2.38899517,2.38899517
347200,Upper Clutha Valley,161.0664499,161.0664499
347300,Kingston,1012.5359,1012.5359
347400,Arthurs Point,5.52125467,5.52125467
347500,Wakatipu Basin,59.50827493,59.50827493
347600,Queenstown Hill,15.40032073,15.40032073
347700,Warren Park,0.94256382,0.94256382
347800,Sunshine Bay-Fernhill,1.31223993,1.31223993
347900,Arrowtown,2.361622,2.361622
348000,Quail Rise,6.26900083,6.26900083
348100,Queenstown Central,0.80628642,0.80628642
348200,Queenstown East,0.97606981,0.97606981
348300,Frankton Arm,1.20173481,1.20173481
348400,Frankton,7.61602283,7.61602283
348500,Lake Hayes,5.92521796,8.76454088
348600,Kelvin Heights,9.27530799,9.27530799
348700,Shotover Country,3.04530698,3.04530698
348800,Lake Hayes Estate,1.93638722,1.93638722
348900,Jacks Point,14.48030644,14.48030644
349000,Strath Taieri,2114.956117,2114.956117
349100,Bucklands Crossing,421.9573769,421.9573769
349200,Waikouaiti,7.32714881,7.32714881
349300,Momona,217.7242516,217.7242516
349400,Taieri,150.1944624,150.1944624
349600,Mount Cargill,129.7606838,129.7606838
349700,Bush Road,0.87644248,0.87644248
349800,Mosgiel East,3.34393765,3.34393765
349900,Mosgiel Central,1.23774409,1.23774409
350000,Seddon Park,1.55942967,1.55942967
350100,Wingatui,6.82243928,6.82243928
350200,Saddle Hill-Chain Hills,47.41641892,47.41641892
350300,East Taieri,3.11996211,3.11996211
350400,Halfway Bush,1.70481455,1.70481455
350500,Helensburgh,1.46131297,1.46131297
350600,Glenleith,2.12346077,2.12346077
350700,Fairfield (Dunedin City),3.9557389,3.9557389
350900,Brockville,1.47132967,1.47132967
351000,Wakari,2.2062971,2.2062971
351100,Abbotsford,2.3645374,2.3645374
351200,Brighton,3.39318287,3.39318287
351300,Pine Hill-Dalmore,1.17720849,1.17720849
351400,Kaikorai-Bradford,3.43901556,3.43901556
351500,Maori Hill,1.0106075,1.0106075
351600,Roslyn (Dunedin City),1.29448954,1.29448954
351700,North East Valley Chingford,1.0826699,1.0826699
351800,Roseneath-Sawyers Bay,4.96568148,4.96568148
351900,Normanby,1.41870905,1.41870905
352000,North East Valley Knox,0.66777942,0.66777942
352100,Belleknowes,1.12695015,1.12695015
352200,Gardens (Dunedin City),1.51173629,1.51173629
352300,Kenmure,1.10022035,1.10022035
352400,Campus West,0.32160378,0.32160378
352500,Waldronville,9.53817928,9.53817928
352600,Green Island,3.64510434,3.64510434
352700,Port Chalmers,3.2334276,3.2334276
352800,Royal Terrace,0.2764839,0.2764839
352900,Arthur Street,0.71722274,0.71722274
353000,Opoho,2.35880387,2.35880387
353100,Campus North,0.60673268,0.60673268
353200,Campus South,0.47018425,0.47018425
353300,Mornington,1.06980458,1.06980458
353400,Dunedin Central,1.3070742,1.3070742
353500,Maryhill,1.23501707,1.23501707
353600,Ravensbourne-St Leonards,4.90925957,4.90925957
353700,Harbourside,2.70549182,2.70549182
353800,Fernhill,0.79443961,0.79443961
353900,Otago Peninsula,84.98562628,84.98562628
354000,Concord,1.16384066,1.16384066
354100,Calton Hill,0.66409249,0.66409249
354200,Caversham,0.70323849,0.70323849
354300,Hillside-Portsmouth Drive,1.3744558,1.3744558
354400,Kew (Dunedin City),0.70651138,0.70651138
354500,Corstorphine,0.8707156,0.8707156
354600,Forbury,0.55507378,0.55507378
354700,Bathgate Park,0.53137555,0.53137555
354800,St Clair,2.02846949,2.02846949
354900,Waverley,2.14698656,2.14698656
355000,Macandrew Bay-Company Bay,2.58091874,2.58091874
355100,Broad Bay-Portobello,3.59697698,3.59697698
355200,St Kilda South,1.13620034,1.13620034
355300,Musselburgh,0.5756251,0.5756251
355400,Shiel Hill,1.37182293,1.37182293
355500,St Kilda North,1.05786436,1.05786436
355600,Andersons Bay,1.25594294,1.25594294
355700,Tainui,1.99107706,1.99107706
355800,West Otago,1374.561808,1374.561808
355900,Tuapeka,1235.246712,1256.748485
356000,Clinton,839.6955104,839.6955104
356100,Clutha Valley,747.3272242,747.3272242
356200,Bruce,879.6779295,885.9459652
356300,Catlins,1072.958646,1072.958646
356400,Milton,4.16487002,4.16487002
356500,Balclutha South,4.51733499,4.51733499
356600,Balclutha North,3.06857701,3.06857701
356700,Benhar-Stirling,9.48147757,9.48147757
356800,Kaitangata-Matau,163.710393,163.710393
357000,Fiordland,12042.35824,12091.50902
357200,Inland water Lake Te Anau,0,344.4185323
357300,Mararoa,2716.76133,2727.189791
357400,Inland water Lake Manapouri,0,138.8476547
357500,Te Anau,5.52722423,5.52722423
357600,Whitestone,91.16935762,91.16935762
357700,Mossburn,2740.552969,2740.552969
357800,Inland water Lake Hauroko,0,71.10793822
357900,Longwood Forest,2198.425092,2230.530391
358000,Ohai-Nightcaps,948.8087269,948.8087269
358100,Riversdale-Piano Flat,1578.790063,1578.790063
358200,Lumsden-Balfour,767.6696718,767.6696718
358300,Oreti River,629.9607048,629.9607048
358400,Otautau,703.225983,703.225983
358500,Hedgehope,729.2553454,729.2553454
358600,Winton,3.07424883,3.07424883
358700,Waianiwa,228.5909772,228.5909772
358800,Riverton,8.74454414,8.74454414
358900,Wallacetown,89.78595911,89.78595911
359000,Grove Bush,145.5658938,145.5658938
359100,Edendale-Woodlands,385.0892374,385.0892374
359300,Stewart Island,1747.737001,1747.737001
359400,Awarua Plains,409.0300853,409.0300853
359500,Wyndham-Catlins,1382.232578,1382.232578
359600,Waikaka,586.9983293,586.9983293
359700,Waimumu-Kaiwera,647.7393034,647.7393034
359800,Gore North,1.72870322,1.72870322
359900,Gore West,3.1580431,3.1580431
360000,East Gore,3.69861291,3.69861291
360100,Gore Central,1.02927419,1.02927419
360200,Gore Main,0.60819228,0.60819228
360300,Gore South,3.54391067,3.54391067
360400,Mataura,5.32508774,5.32508774
360500,West Plains-Makarewa,87.86646436,87.86646436
360600,Prestonville-Grasmere,3.19630223,3.19630223
360700,Donovan Park,2.93101168,2.93101168
360800,Myross Bush,20.49452924,20.49452924
360900,Otatara,19.95122883,19.95122883
361000,Invercargill Central,9.18225775,9.18225775
361100,Gladstone (Invercargill City),1.26997527,1.26997527
361200,Rosedale,1.08588187,1.08588187
361300,Avenal,1.42781023,1.42781023
361400,Hargest,1.02953061,1.02953061
361500,Windsor,1.60991922,1.60991922
361600,Richmond (Invercargill City),1.27965464,1.27965464
361700,Glengarry,2.05295974,2.05295974
361900,Turnbull Thompson Park,1.48988387,1.48988387
362000,Crinan,0.82389206,0.82389206
362100,Georgetown,1.123485,1.123485
362200,Kew (Invercargill City),2.03031338,2.03031338
362300,Kennington-Tisbury,37.1053138,37.1053138
362400,Newfield,2.00552502,2.00552502
362500,Strathern,0.98388272,0.98388272
362600,Elizabeth Park,1.03043444,1.03043444
362700,Aurora,0.65289648,0.65289648
362800,Moulson,0.77411182,0.77411182
362900,Kingswell,1.90459373,1.90459373
363000,Clifton,2.86310529,2.86310529
363100,Woodend-Greenhills,173.6113608,173.6113608
363300,Bluff,10.09934639,10.09934639
181600,Lake Cameron,51.51623341,51.51623341
333700,Torlesse,413.9553374,413.9553374
363800,Oceanic Canterbury Region,0.02722564,0.02722564
