word,day_of,hour_of,value
scandal,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,-3
save,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,2
highlight,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,2
reliant,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,2
rescue,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,2
wow,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,4
supporters,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,1
tolerant,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,2
compassionate,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,2
disgusting,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,-3
supporters,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,1
disgrace,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,-2
hope,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,2
defeated,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,-2
hoping,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,2
care,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,2
leaked,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,-1
leaked,2020-07-14T00:00:00Z,2020-07-14T03:00:00Z,-1
wrong,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-2
trusted,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,2
fear,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-2
wrong,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-2
death,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-2
fear,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-2
trusted,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,2
smiling,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,2
lowest,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-1
misinformation,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-2
fake,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-3
advantage,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,2
fear,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-2
won,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,3
benefit,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,2
flu,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-2
resigns,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-1
failures,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-2
failures,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-2
stop,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-1
dirty,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-2
pretending,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-1
missed,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-2
humiliation,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-3
won,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,3
motivated,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,2
attacks,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-1
strong,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,2
illegal,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-3
true,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,2
yeah,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,1
worst,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-3
amazing,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,4
inspire,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,2
commitment,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,2
criticism,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-2
resigned,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-1
banned,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-2
death,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-2
banned,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-2
destroyed,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-3
stop,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-1
stop,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-1
loose,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-3
dear,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,2
praying,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,1
silly,2020-07-14T00:00:00Z,2020-07-14T04:00:00Z,-1
bullying,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-2
racist,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-3
bullied,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-2
resigned,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-1
aggressive,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-2
win,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,4
pity,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-2
true,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,2
fail,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-2
dear,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,2
gains,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,2
god,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,1
win,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,4
fail,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-2
happy,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,3
fresh,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,1
decisive,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,1
wins,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,4
gun,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-1
wrong,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-2
love,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,3
scary,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-2
save,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,2
curious,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,1
easy,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,1
amazing,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,4
rich,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,2
wealthy,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,2
worn,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-1
committed,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,1
legal,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,1
hell,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-4
attracts,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,1
dirty,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-2
hard,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-1
hard,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-1
grand,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,3
jesus,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,1
shit,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-4
pretty,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,1
dick,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-4
support,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,2
detention,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-2
bad,2020-07-14T00:00:00Z,2020-07-14T05:00:00Z,-3
attract,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,1
win,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,4
fucking,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-4
fucking,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-4
fallen,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-2
hail,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
fun,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,4
hysteria,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-3
fit,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,1
classy,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,3
sadly,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-2
forget,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-1
cruel,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-3
bold,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
abilities,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
outstanding,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,5
insult,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-2
stops,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-1
support,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
stop,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-1
inviting,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,1
shame,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-2
shock,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-2
indifferent,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-2
exciting,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,3
strong,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
broken,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-1
lost,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-3
integrity,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
silly,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-1
free,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,1
matters,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,1
fuck,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-4
emergency,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-2
chance,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
enjoy,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
god,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,1
pretty,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,1
matters,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,1
leaked,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-1
dirty,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-2
dirty,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-2
pay,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-1
hiding,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-1
shared,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,1
scorn,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-2
derision,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-2
bitch,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-5
damage,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-3
integrity,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
easy,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,1
resigns,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-1
support,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
support,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
dumb,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-3
misread,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-1
badly,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-3
easy,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,1
resigns,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-1
support,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
support,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
easy,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,1
resigns,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-1
support,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
support,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
accomplished,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
liar,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-3
easy,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,1
resigns,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-1
support,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
support,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
easy,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,1
resigns,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,-1
support,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
support,2020-07-14T00:00:00Z,2020-07-14T06:00:00Z,2
stop,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
pretty,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,1
damn,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-4
easy,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,1
resigns,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
support,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,2
support,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,2
loser,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-3
resigning,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
badly,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-3
exposed,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
smear,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-2
resigns,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
threatened,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-2
kill,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-3
pressure,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
integrity,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,2
resign,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
resigning,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
lack,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-2
bad,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-3
dead,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-3
shame,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-2
hope,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,2
grateful,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,3
ignorance,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-2
bitter,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-2
success,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,2
adorable,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,3
pay,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
mistakes,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-2
faith,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,1
recession,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-2
emergency,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-2
care,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,2
racism,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-3
doubt,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
resigning,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
lucky,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,3
opportunities,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,2
join,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,1
crisis,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-3
matters,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,1
smiles,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,2
cut,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
crisis,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-3
cutting,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
crisis,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-3
stop,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
bad,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-3
apologising,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
attack,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
winner,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,4
broken,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
failed,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-2
hoping,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,2
gain,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,2
killed,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-3
nice,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,3
hope,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,2
leave,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
weird,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-2
nice,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,3
attack,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
dreading,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-2
true,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,2
stop,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
nice,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,3
honest,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,2
envy,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-1
tears,2020-07-14T00:00:00Z,2020-07-14T07:00:00Z,-2
strong,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
desperately,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-3
super,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,3
hope,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
kinder,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
engages,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,1
battle,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-1
huge,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,1
crisis,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-3
waste,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-1
wow,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,4
resigned,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-1
congrats,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
superior,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
yeah,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,1
wins,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,4
comedy,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,1
miracle,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,4
joke,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
mature,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
poverty,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-1
unemployment,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-2
debt,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-2
sincere,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
lazy,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-1
stunning,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,4
shock,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-2
collapse,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-2
share,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,1
wrong,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-2
hates,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-3
angry,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-3
attack,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-1
love,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,3
support,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
shit,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-4
worry,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-3
embarrassed,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-2
suspicious,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-2
difficult,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-1
solutions,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,1
lucky,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,3
angry,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-3
shit,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-4
hell,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-4
exciting,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,3
hoping,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
laughing,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,1
exclusive,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
strong,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
bullying,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-2
shit,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-4
fit,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,1
limited,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-1
risks,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-2
dirty,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-2
chances,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
conspiracy,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-3
free,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,1
easy,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,1
focused,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
integrity,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
glad,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,3
pressure,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-1
rich,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
fine,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
damn,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-4
miss,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-2
disguised,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-1
loving,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,2
terrible,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-3
wtf,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-4
fear,2020-07-14T00:00:00Z,2020-07-14T08:00:00Z,-2
won,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
enjoy,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
hope,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
clean,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
unconfirmed,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
exciting,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
resigning,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
lame,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
mercy,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
dirty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
wins,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
likes,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
afraid,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
afraid,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
contender,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
dirty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
clean,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
lol,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
congratulations,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
love,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
fine,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
cut,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
hell,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-4
honest,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
hope,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
await,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
fuck,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-4
shit,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-4
fun,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
love,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
fuck,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-4
congratulate,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
worst,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
congrats,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
dodgy,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
promoting,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
racist,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
reached,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
badly,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
nice,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
hunger,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
crush,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
conflict,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
congratulations,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
happy,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
easy,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
capable,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,1
intelligent,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
lovely,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
hard,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-1
intelligent,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
strong,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
chance,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
win,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
congratulations,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,2
excellent,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,3
amazing,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
wow,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,4
dirty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
dirty,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-2
racism,2020-07-14T00:00:00Z,2020-07-14T09:00:00Z,-3
